,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,GB_pred,Log_pred,RF_pred,Xgb_pred,GB_label,Log_label,RF_label,Xgb_label
186,2.0,21.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0,0.2032,0.1308,0.0333,0.07850000262260437,1,1,1,1
187,3.0,17.0,2.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.899,0.9337,0.78,0.5400999784469604,0,0,0,0
188,3.0,30.272590361445783,8.0,2.0,69.55,1.0,0.0,0.0,0.0,1.0,0.8896,0.9259,0.92,0.910099983215332,0,0,0,0
189,2.0,40.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8781,0.8398,0.92,0.8891000151634216,0,0,0,0
190,2.0,34.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.8221,0.853,0.86,0.8474000096321106,0,0,0,0
191,1.0,30.272590361445783,0.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.7274,0.5007,0.9333,0.7501999735832214,0,0,0,0
192,3.0,11.5,1.0,1.0,14.5,0.0,1.0,0.0,0.0,1.0,0.5821,0.8836,0.18,0.5271999835968018,0,0,1,0
193,2.0,61.0,0.0,0.0,12.35,0.0,1.0,0.0,1.0,0.0,0.9004,0.884,0.9,0.8920000195503235,0,0,0,0
194,2.0,8.0,0.0,2.0,32.5,0.0,1.0,0.0,0.0,1.0,0.1678,0.5611,0.14,0.03999999910593033,1,0,1,1
195,3.0,33.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0,1.0,0.8753,0.9316,0.58,0.9463000297546387,0,0,0,0
196,1.0,6.0,0.0,2.0,134.5,0.0,1.0,1.0,0.0,0.0,0.0869,0.1867,0.26,0.051600001752376556,1,1,1,1
197,3.0,18.0,0.0,0.0,7.775,1.0,0.0,0.0,0.0,1.0,0.5209,0.3238,0.74,0.6571000218391418,0,1,0,0
198,2.0,23.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8931,0.7201,0.96,0.9843000173568726,0,0,0,0
199,3.0,30.272590361445783,0.0,0.0,8.1125,1.0,0.0,0.0,0.0,1.0,0.2226,0.4446,0.92,0.6553999781608582,1,1,0,0
200,3.0,30.272590361445783,0.0,0.0,15.5,1.0,0.0,0.0,1.0,0.0,0.4156,0.3259,0.32,0.21610000729560852,1,1,1,1
201,3.0,0.33,0.0,2.0,14.4,0.0,1.0,0.0,0.0,1.0,0.0639,0.7633,0.02,0.03889999911189079,1,0,1,1
202,1.0,47.0,1.0,0.0,227.525,0.0,1.0,1.0,0.0,0.0,0.6635,0.6624,0.74,0.705299973487854,0,0,0,0
203,2.0,8.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0742,0.1105,0.02,0.08420000225305557,1,1,1,1
204,2.0,25.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8931,0.7367,0.98,0.9851999878883362,0,0,0,0
205,1.0,30.272590361445783,0.0,0.0,25.7417,0.0,1.0,1.0,0.0,0.0,0.6479,0.4041,0.78,0.6965000033378601,0,1,0,0
206,3.0,35.0,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,0.4676,0.3707,0.713,0.7753999829292297,1,1,0,0
207,2.0,24.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8931,0.7285,0.98,0.9860000014305115,0,0,0,0
208,1.0,33.0,0.0,0.0,27.7208,1.0,0.0,1.0,0.0,0.0,0.0645,0.0477,0.06,0.037700001150369644,1,1,1,1
209,3.0,25.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0,1.0,0.9148,0.9069,1.0,0.9847000241279602,0,0,0,0
210,3.0,32.0,0.0,0.0,22.525,0.0,1.0,0.0,0.0,1.0,0.741,0.9289,0.686,0.5853999853134155,0,0,0,0
211,3.0,30.272590361445783,0.0,0.0,7.05,0.0,1.0,0.0,0.0,1.0,0.9522,0.9239,1.0,0.9745000004768372,0,0,0,0
212,2.0,17.0,0.0,0.0,73.5,0.0,1.0,0.0,0.0,1.0,0.7998,0.6676,0.9,0.9381999969482422,0,0,0,0
213,2.0,60.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,1.0,0.1898,0.5318,0.44,0.16509999334812164,1,0,1,1
214,3.0,38.0,4.0,2.0,7.775,1.0,0.0,0.0,0.0,1.0,0.9234,0.8079,0.52,0.9641000032424927,0,0,0,0
215,1.0,42.0,0.0,0.0,42.5,0.0,1.0,0.0,0.0,1.0,0.7362,0.6212,0.9,0.8766999840736389,0,0,0,0
216,3.0,30.272590361445783,0.0,0.0,7.8792,1.0,0.0,0.0,1.0,0.0,0.3036,0.3258,0.38,0.17470000684261322,1,1,1,1
217,1.0,57.0,1.0,1.0,164.8667,0.0,1.0,0.0,0.0,1.0,0.7976,0.8091,0.72,0.7832000255584717,0,0,0,0
218,1.0,50.0,1.0,1.0,211.5,1.0,0.0,1.0,0.0,0.0,0.0632,0.1238,0.0,0.0575999990105629,1,1,1,1
219,3.0,30.272590361445783,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.8781,0.9239,1.0,0.8521999716758728,0,0,0,0
220,2.0,30.0,1.0,0.0,13.8583,1.0,0.0,1.0,0.0,0.0,0.1704,0.1794,0.14,0.10209999978542328,1,1,1,1
221,3.0,21.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.8838,0.8917,1.0,0.9555000066757202,0,0,0,0
222,2.0,22.0,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0,0.1859,0.1399,0.2293,0.19760000705718994,1,1,1,1
223,3.0,21.0,0.0,0.0,7.7958,0.0,1.0,0.0,0.0,1.0,0.8944,0.8917,0.4,0.8741000294685364,0,0,1,0
224,1.0,53.0,0.0,0.0,27.4458,1.0,0.0,1.0,0.0,0.0,0.1952,0.1037,0.4,0.2085999995470047,1,1,1,1
225,3.0,30.272590361445783,0.0,2.0,15.2458,1.0,0.0,1.0,0.0,0.0,0.5104,0.3348,0.86,0.7558000087738037,0,1,0,0
226,3.0,23.0,0.0,0.0,7.7958,0.0,1.0,0.0,0.0,1.0,0.8885,0.8996,0.94,0.9336000084877014,0,0,0,0
227,3.0,30.272590361445783,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,0.3761,0.3258,0.661,0.6223000288009644,1,1,0,0
228,3.0,40.5,0.0,0.0,15.1,0.0,1.0,0.0,0.0,1.0,0.918,0.9491,0.97,0.9860000014305115,0,0,0,0
229,2.0,36.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8349,0.816,0.9285,0.9344000220298767,0,0,0,0
230,2.0,14.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.5986,0.6391,0.86,0.8396000266075134,0,0,0,0
231,1.0,21.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,1.0,0.1006,0.0429,0.0,0.05849999934434891,1,1,1,1
232,3.0,21.0,1.0,0.0,6.4958,0.0,1.0,0.0,0.0,1.0,0.928,0.9213,0.76,0.897599995136261,0,0,0,0
233,3.0,30.272590361445783,0.0,0.0,7.8792,0.0,1.0,0.0,1.0,0.0,0.8782,0.88,0.98,0.8468000292778015,0,0,0,0
234,1.0,39.0,1.0,0.0,71.2833,0.0,1.0,1.0,0.0,0.0,0.5724,0.582,0.34,0.35850000381469727,0,0,1,1
235,3.0,20.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0,1.0,0.9195,0.8876,0.98,0.8884000182151794,0,0,0,0
236,1.0,64.0,1.0,0.0,75.25,0.0,1.0,1.0,0.0,0.0,0.7195,0.7986,0.42,0.6898999810218811,0,0,1,0
237,3.0,20.0,0.0,0.0,7.225,0.0,1.0,1.0,0.0,0.0,0.8473,0.8423,0.44,0.5957000255584717,0,0,1,0
238,2.0,18.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,0.1929,0.1587,0.3533,0.14659999310970306,1,1,1,1
239,1.0,48.0,1.0,0.0,106.425,1.0,0.0,1.0,0.0,0.0,0.0378,0.1182,0.02,0.011699999682605267,1,1,1,1
240,1.0,55.0,0.0,0.0,27.7208,1.0,0.0,1.0,0.0,0.0,0.1952,0.1118,0.4,0.2289000004529953,1,1,1,1
241,2.0,45.0,0.0,2.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0926,0.2839,0.0,0.05429999902844429,1,1,1,1
242,1.0,45.0,1.0,1.0,134.5,0.0,1.0,1.0,0.0,0.0,0.5667,0.6339,0.8,0.5893999934196472,0,0,0,0
243,3.0,30.272590361445783,0.0,0.0,7.8875,0.0,1.0,0.0,0.0,1.0,0.9197,0.9239,1.0,0.9488999843597412,0,0,0,0
244,3.0,30.272590361445783,1.0,2.0,23.45,0.0,1.0,0.0,0.0,1.0,0.9122,0.9414,1.0,0.9571999907493591,0,0,0,0
245,1.0,41.0,1.0,0.0,51.8625,0.0,1.0,0.0,0.0,1.0,0.6829,0.6911,0.66,0.6651999950408936,0,0,0,0
246,2.0,22.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,1.0,0.1935,0.14,0.0993,0.2295999974012375,1,1,1,1
247,2.0,42.0,1.0,1.0,32.5,0.0,1.0,0.0,0.0,1.0,0.8693,0.8867,0.96,0.79339998960495,0,0,0,0
248,2.0,29.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,1.0,0.1438,0.2368,0.0,0.15809999406337738,1,1,1,1
249,3.0,30.272590361445783,1.0,0.0,14.4542,1.0,0.0,1.0,0.0,0.0,0.5024,0.435,0.92,0.8894000053405762,0,1,0,0
250,2.0,0.92,1.0,2.0,27.75,1.0,0.0,0.0,0.0,1.0,0.2075,0.0818,0.22,0.06939999759197235,1,1,1,1
251,3.0,20.0,0.0,0.0,7.925,0.0,1.0,0.0,0.0,1.0,0.8838,0.8876,0.96,0.8034999966621399,0,0,0,0
252,1.0,27.0,1.0,0.0,136.7792,0.0,1.0,1.0,0.0,0.0,0.7737,0.4582,0.8,0.6872000098228455,0,1,0,0
253,3.0,24.0,0.0,0.0,9.325,0.0,1.0,0.0,0.0,1.0,0.9146,0.9033,1.0,0.9965999722480774,0,0,0,0
254,3.0,32.5,0.0,0.0,9.5,0.0,1.0,0.0,0.0,1.0,0.8417,0.9302,0.52,0.9447000026702881,0,0,0,0
255,3.0,30.272590361445783,0.0,0.0,7.55,0.0,1.0,0.0,0.0,1.0,0.9477,0.9239,1.0,0.9837999939918518,0,0,0,0
256,3.0,30.272590361445783,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.913,0.88,1.0,0.9751999974250793,0,0,0,0
257,3.0,28.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.8972,0.917,1.0,0.9707000255584717,0,0,0,0
258,2.0,19.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.173,0.1255,0.2708,0.13279999792575836,1,1,1,1
259,3.0,21.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0,1.0,0.9142,0.8917,0.94,0.9789000153541565,0,0,0,0
260,3.0,36.5,1.0,0.0,17.4,0.0,1.0,0.0,0.0,1.0,0.8741,0.9573,1.0,0.9846000075340271,0,0,0,0
261,3.0,21.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0,1.0,0.9195,0.8917,0.96,0.9366000294685364,0,0,0,0
262,2.0,29.0,0.0,2.0,23.0,1.0,0.0,0.0,0.0,1.0,0.108,0.1686,0.0,0.052400000393390656,1,1,1,1
263,3.0,1.0,1.0,1.0,12.1833,1.0,0.0,0.0,0.0,1.0,0.1885,0.2438,0.1,0.03610000014305115,1,1,1,1
264,2.0,30.0,0.0,0.0,12.7375,0.0,1.0,1.0,0.0,0.0,0.8567,0.6999,0.6,0.597599983215332,0,0,0,0
265,3.0,30.272590361445783,0.0,0.0,7.8958,0.0,1.0,0.0,0.0,1.0,0.9197,0.9239,1.0,0.9488999843597412,0,0,0,0
266,1.0,30.272590361445783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8662,0.5004,0.98,0.9455999732017517,0,0,0,0
267,3.0,30.272590361445783,0.0,0.0,7.55,0.0,1.0,0.0,0.0,1.0,0.9477,0.9239,1.0,0.9837999939918518,0,0,0,0
268,3.0,30.272590361445783,0.0,0.0,8.05,1.0,0.0,0.0,0.0,1.0,0.494,0.4446,0.92,0.8689000010490417,1,1,0,0
269,3.0,17.0,0.0,0.0,8.6625,0.0,1.0,0.0,0.0,1.0,0.8779,0.8745,1.0,0.9430999755859375,0,0,0,0
270,1.0,46.0,0.0,0.0,75.2417,0.0,1.0,1.0,0.0,0.0,0.5915,0.5676,0.54,0.7749000191688538,0,0,0,0
271,3.0,30.272590361445783,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.913,0.88,1.0,0.9751999974250793,0,0,0,0
272,1.0,26.0,1.0,0.0,136.7792,1.0,0.0,1.0,0.0,0.0,0.1131,0.0507,0.02,0.03200000151991844,1,1,1,1
273,3.0,30.272590361445783,1.0,0.0,15.5,1.0,0.0,0.0,1.0,0.0,0.4395,0.4074,0.28,0.3799000084400177,1,1,1,1
274,3.0,30.272590361445783,0.0,0.0,7.225,0.0,1.0,1.0,0.0,0.0,0.9085,0.8914,1.0,0.9641000032424927,0,0,0,0
275,2.0,20.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,1.0,0.1711,0.1756,0.02,0.14730000495910645,1,1,1,1
276,2.0,28.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.9107,0.7603,1.0,0.9534000158309937,0,0,0,0
277,2.0,40.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.8874,0.8818,0.94,0.9459999799728394,0,0,0,0
278,2.0,30.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,0.9109,0.8307,0.92,0.9843999743461609,0,0,0,0
279,2.0,22.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8931,0.7116,0.96,0.9846000075340271,0,0,0,0
280,3.0,23.0,0.0,0.0,8.6625,1.0,0.0,0.0,0.0,1.0,0.5653,0.3712,0.86,0.9674999713897705,0,1,0,0
281,3.0,0.75,1.0,1.0,13.775,0.0,1.0,0.0,0.0,1.0,0.0674,0.8288,0.06,0.04360000044107437,1,0,1,1
282,3.0,30.272590361445783,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,0.3761,0.3258,0.661,0.6223000288009644,1,1,0,0
283,3.0,9.0,1.0,1.0,15.2458,1.0,0.0,1.0,0.0,0.0,0.3517,0.2336,0.72,0.6001999974250793,1,1,0,0
284,3.0,2.0,1.0,1.0,20.2125,1.0,0.0,0.0,0.0,1.0,0.2592,0.2517,0.22,0.26980000734329224,1,1,1,1
285,3.0,36.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0,1.0,0.9282,0.9391,1.0,0.9955000281333923,0,0,0,0
286,3.0,30.272590361445783,0.0,0.0,7.25,0.0,1.0,0.0,0.0,1.0,0.9477,0.9239,1.0,0.9842000007629395,0,0,0,0
287,1.0,24.0,1.0,0.0,82.2667,0.0,1.0,0.0,0.0,1.0,0.705,0.5238,0.8,0.861299991607666,0,0,0,0
288,3.0,30.272590361445783,0.0,0.0,7.2292,0.0,1.0,1.0,0.0,0.0,0.9085,0.8914,0.936,0.953499972820282,0,0,0,0
289,3.0,30.272590361445783,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.8781,0.9239,1.0,0.8521999716758728,0,0,0,0
290,1.0,30.272590361445783,0.0,0.0,39.6,0.0,1.0,0.0,0.0,1.0,0.7271,0.5009,0.82,0.853600025177002,0,0,0,0
291,3.0,30.0,0.0,0.0,6.95,1.0,0.0,0.0,1.0,0.0,0.7073,0.3233,0.78,0.571399986743927,0,1,0,0
292,3.0,30.272590361445783,0.0,0.0,7.2292,0.0,1.0,1.0,0.0,0.0,0.9085,0.8914,0.936,0.953499972820282,0,0,0,0
293,1.0,53.0,1.0,1.0,81.8583,0.0,1.0,0.0,0.0,1.0,0.6229,0.7812,0.8,0.7975999712944031,0,0,0,0
294,3.0,36.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0,1.0,0.8792,0.9391,0.94,0.9750000238418579,0,0,0,0
295,3.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0,1.0,0.9364,0.9104,1.0,0.9693999886512756,0,0,0,0
296,2.0,1.0,1.0,2.0,41.5792,1.0,0.0,1.0,0.0,0.0,0.1283,0.057,0.12,0.06750000268220901,1,1,1,1
297,3.0,30.272590361445783,2.0,0.0,21.6792,0.0,1.0,1.0,0.0,0.0,0.9143,0.9432,0.9,0.8967999815940857,0,0,0,0
298,1.0,30.0,0.0,0.0,45.5,0.0,1.0,0.0,0.0,1.0,0.7271,0.4981,1.0,0.9218999743461609,0,1,0,0
299,3.0,29.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0,1.0,0.9246,0.9201,0.9,0.8454999923706055,0,0,0,0
300,3.0,32.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0,1.0,0.9043,0.9288,0.78,0.957099974155426,0,0,0,0
301,2.0,30.272590361445783,0.0,0.0,15.0458,0.0,1.0,1.0,0.0,0.0,0.8923,0.7023,0.68,0.8769999742507935,0,0,0,0
302,2.0,43.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,1.0,0.8943,0.8515,0.9267,0.9569000005722046,0,0,0,0
303,3.0,24.0,0.0,0.0,8.6625,0.0,1.0,0.0,0.0,1.0,0.9146,0.9033,1.0,0.9973000288009644,0,0,0,0
304,3.0,30.272590361445783,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,0.3761,0.3258,0.661,0.6223000288009644,1,1,0,0
305,1.0,64.0,1.0,1.0,26.55,1.0,0.0,0.0,0.0,1.0,0.1172,0.2711,0.04,0.0794999971985817,1,1,1,1
306,1.0,30.0,1.0,2.0,151.55,0.0,1.0,0.0,0.0,1.0,0.8214,0.5688,0.46,0.8648999929428101,0,0,1,0
307,3.0,0.83,0.0,1.0,9.35,0.0,1.0,0.0,0.0,1.0,0.0641,0.7735,0.14,0.03440000116825104,1,0,1,1
308,1.0,55.0,1.0,1.0,93.5,0.0,1.0,0.0,0.0,1.0,0.5937,0.7953,0.74,0.7423999905586243,0,0,0,0
309,3.0,45.0,1.0,0.0,14.1083,1.0,0.0,0.0,0.0,1.0,0.7565,0.6784,0.74,0.9160000085830688,0,0,0,0
310,3.0,18.0,0.0,0.0,8.6625,0.0,1.0,0.0,0.0,1.0,0.9075,0.879,0.98,0.9503999948501587,0,0,0,0
311,3.0,22.0,0.0,0.0,7.225,0.0,1.0,1.0,0.0,0.0,0.8239,0.8531,0.38,0.4397999942302704,0,0,1,1
312,3.0,30.272590361445783,0.0,0.0,7.575,0.0,1.0,0.0,0.0,1.0,0.9477,0.9239,1.0,0.9837999939918518,0,0,0,0
313,3.0,37.0,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,0.6265,0.3904,0.733,0.892799973487854,0,1,0,0
314,1.0,55.0,0.0,0.0,135.6333,1.0,0.0,1.0,0.0,0.0,0.0678,0.1123,0.06,0.02850000001490116,1,1,1,1
315,3.0,17.0,0.0,0.0,7.7333,1.0,0.0,0.0,1.0,0.0,0.2485,0.2171,0.14,0.27970001101493835,1,1,1,1
316,1.0,57.0,1.0,0.0,146.5208,0.0,1.0,1.0,0.0,0.0,0.7329,0.7481,0.8,0.5644000172615051,0,0,0,0
317,2.0,19.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8845,0.6852,0.42,0.7935000061988831,0,0,1,0
318,3.0,27.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0,1.0,0.8588,0.9137,0.86,0.7253000140190125,0,0,0,0
319,2.0,22.0,2.0,0.0,31.5,0.0,1.0,0.0,0.0,1.0,0.8857,0.8332,0.96,0.935699999332428,0,0,0,0
320,3.0,26.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0,1.0,0.9321,0.9104,1.0,0.9491999745368958,0,0,0,0
321,3.0,25.0,0.0,0.0,7.2292,0.0,1.0,1.0,0.0,0.0,0.8458,0.8681,0.92,0.6323999762535095,0,0,0,0
322,2.0,26.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.9197,0.7448,1.0,0.9772999882698059,0,0,0,0
323,1.0,33.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0,1.0,0.5966,0.5292,0.135,0.09690000116825104,0,0,1,1
324,1.0,39.0,0.0,0.0,211.3375,1.0,0.0,0.0,0.0,1.0,0.056,0.0877,0.0,0.02459999918937683,1,1,1,1
325,3.0,23.0,0.0,0.0,7.05,0.0,1.0,0.0,0.0,1.0,0.9167,0.8996,0.98,0.8794999718666077,0,0,0,0
326,2.0,12.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,1.0,0.1295,0.1729,0.06,0.09889999777078629,1,1,1,1
327,1.0,46.0,0.0,0.0,79.2,0.0,1.0,1.0,0.0,0.0,0.5219,0.5677,0.54,0.7404999732971191,0,0,0,0
328,2.0,29.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.891,0.8248,0.68,0.9858999848365784,0,0,0,0
329,2.0,21.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8989,0.703,1.0,0.9905999898910522,0,0,0,0
330,2.0,48.0,0.0,2.0,36.75,1.0,0.0,0.0,0.0,1.0,0.1002,0.3101,0.04,0.032499998807907104,1,1,1,1
331,1.0,39.0,0.0,0.0,29.7,0.0,1.0,1.0,0.0,0.0,0.4395,0.4942,0.34,0.5103999972343445,1,1,1,0
332,3.0,30.272590361445783,0.0,0.0,7.225,0.0,1.0,1.0,0.0,0.0,0.9085,0.8914,1.0,0.9641000032424927,0,0,0,0
333,3.0,19.0,1.0,1.0,15.7417,1.0,0.0,1.0,0.0,0.0,0.2727,0.3165,0.54,0.30169999599456787,1,1,0,1
334,3.0,27.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0,1.0,0.8588,0.9137,0.9,0.933899998664856,0,0,0,0
335,1.0,30.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.7274,0.4979,0.9333,0.7501999735832214,0,1,0,0
336,2.0,32.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.7614,0.7895,0.4247,0.47679999470710754,0,0,1,1
337,3.0,39.0,0.0,2.0,7.2292,0.0,1.0,1.0,0.0,0.0,0.9405,0.9166,0.8893,0.9897000193595886,0,0,0,0
338,2.0,25.0,0.0,0.0,31.5,0.0,1.0,0.0,0.0,1.0,0.8382,0.7369,0.92,0.9190000295639038,0,0,0,0
339,3.0,30.272590361445783,0.0,0.0,7.2292,0.0,1.0,1.0,0.0,0.0,0.9085,0.8914,0.936,0.953499972820282,0,0,0,0
340,2.0,18.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8845,0.6761,0.6,0.7789000272750854,0,0,0,0
341,3.0,32.0,0.0,0.0,7.5792,0.0,1.0,0.0,0.0,1.0,0.9043,0.9288,0.78,0.970300018787384,0,0,0,0
342,3.0,30.272590361445783,1.0,9.0,69.55,0.0,1.0,0.0,0.0,1.0,0.7537,0.9258,0.98,0.9223999977111816,0,0,0,0
343,1.0,58.0,0.0,1.0,512.3292,1.0,0.0,1.0,0.0,0.0,0.0411,0.1236,0.0,0.049300000071525574,1,1,1,1
344,3.0,30.272590361445783,1.0,1.0,14.5,0.0,1.0,0.0,0.0,1.0,0.9277,0.9434,0.96,0.9728999733924866,0,0,0,0
345,3.0,16.0,0.0,0.0,7.65,1.0,0.0,0.0,0.0,1.0,0.4522,0.3058,0.48,0.38100001215934753,1,1,1,1
346,2.0,26.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.9197,0.7448,1.0,0.9772999882698059,0,0,0,0
347,3.0,38.0,0.0,0.0,7.2292,1.0,0.0,1.0,0.0,0.0,0.4606,0.4278,0.34,0.9031000137329102,1,1,1,0
348,2.0,24.0,0.0,0.0,13.5,0.0,1.0,0.0,0.0,1.0,0.8931,0.7285,1.0,0.991599977016449,0,0,0,0
349,2.0,31.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,1.0,0.1146,0.1917,0.02,0.02889999933540821,1,1,1,1
350,1.0,45.0,0.0,1.0,63.3583,1.0,0.0,1.0,0.0,0.0,0.0722,0.074,0.0,0.03139999881386757,1,1,1,1
351,2.0,25.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8931,0.7367,0.98,0.9851999878883362,0,0,0,0
352,2.0,18.0,0.0,0.0,73.5,0.0,1.0,0.0,0.0,1.0,0.845,0.6768,0.92,0.9578999876976013,0,0,0,0
353,2.0,49.0,1.0,2.0,65.0,0.0,1.0,0.0,0.0,1.0,0.7879,0.9101,0.92,0.8772000074386597,0,0,0,0
354,3.0,0.17,1.0,2.0,20.575,1.0,0.0,0.0,0.0,1.0,0.2287,0.231,0.3,0.2851000130176544,1,1,1,1
355,1.0,50.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.7177,0.696,0.64,0.8370000123977661,0,0,0,0
356,1.0,59.0,2.0,0.0,51.4792,1.0,0.0,0.0,0.0,1.0,0.0842,0.3082,0.04,0.027699999511241913,1,1,1,1
357,3.0,30.272590361445783,0.0,0.0,7.8792,0.0,1.0,0.0,0.0,1.0,0.9197,0.9239,1.0,0.8873999714851379,0,0,0,0
358,3.0,30.272590361445783,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.913,0.88,1.0,0.9751999974250793,0,0,0,0
359,3.0,30.0,1.0,0.0,15.55,1.0,0.0,0.0,0.0,1.0,0.6263,0.5296,0.2,0.6534000039100647,0,0,1,0
360,3.0,14.5,8.0,2.0,69.55,0.0,1.0,0.0,0.0,1.0,0.9435,0.9899,0.98,0.968999981880188,0,0,0,0
361,2.0,24.0,1.0,1.0,37.0042,1.0,0.0,1.0,0.0,0.0,0.0953,0.141,0.0,0.015799999237060547,1,1,1,1
362,2.0,31.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,1.0,0.1146,0.1917,0.02,0.02889999933540821,1,1,1,1
363,3.0,27.0,0.0,0.0,8.6625,0.0,1.0,0.0,0.0,1.0,0.8584,0.9137,0.98,0.9850000143051147,0,0,0,0
364,1.0,25.0,1.0,0.0,55.4417,1.0,0.0,1.0,0.0,0.0,0.0688,0.0486,0.0,0.01510000042617321,1,1,1,1
365,3.0,30.272590361445783,1.0,9.0,69.55,1.0,0.0,0.0,0.0,1.0,0.4079,0.4513,0.56,0.7731999754905701,1,1,0,0
366,3.0,30.272590361445783,1.0,0.0,14.4583,0.0,1.0,1.0,0.0,0.0,0.9174,0.9211,0.88,0.9297999739646912,0,0,0,0
367,3.0,22.0,0.0,0.0,39.6875,1.0,0.0,0.0,0.0,1.0,0.5977,0.3619,0.64,0.906000018119812,0,1,0,0
368,1.0,45.0,0.0,1.0,59.4,1.0,0.0,1.0,0.0,0.0,0.0722,0.074,0.0,0.031199999153614044,1,1,1,1
369,2.0,29.0,0.0,0.0,13.8583,0.0,1.0,1.0,0.0,0.0,0.8641,0.691,0.36,0.4788999855518341,0,0,1,1
370,2.0,21.0,1.0,0.0,11.5,0.0,1.0,0.0,0.0,1.0,0.9073,0.7709,0.98,0.9829000234603882,0,0,0,0
371,1.0,31.0,0.0,0.0,134.5,1.0,0.0,1.0,0.0,0.0,0.0284,0.0443,0.0,0.007799999788403511,1,1,1,1
372,1.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8913,0.6868,0.82,0.9560999870300293,0,0,0,0
